ISO_A3,NAM_1,NAM_2,date,ntl_sum,ntl_mean,ntl_median,ntl_max,ntl_q05,ntl_q95,southwest_group,post_padma
BGD,Khulna,Chuadanga,2019-02-01,1464.659912109375,0.2511057257652282,0.3375157414438977,11.424935340881348,0.0337515741443897,1.1340165160235096,1,0
BGD,Chattogram,Cox's Bazar,2019-02-01,3462.28955078125,0.3353197872638702,0.1313951507488559,22.7285270690918,0.0131395150748855,1.5541446174405085,0,0
BGD,Chattogram,Cumilla,2019-02-01,12423.8212890625,0.7948840856552124,0.6457860836769634,19.26325225830078,0.0924966313348916,2.3349005480997143,0,0
BGD,Dhaka,Dhaka,2019-02-01,41009.0625,5.556225299835205,1.2551416121708945,166.781982421875,0.0747830534458898,27.60185624113141,0,0
BGD,Rangpur,Dinajpur,2019-02-01,4758.19921875,0.2664413452148437,0.3367781778307201,25.955293655395508,0.033677817783072,1.1011581196589553,0,0
BGD,Dhaka,Faridpur,2019-02-01,3375.754638671875,0.3487964570522308,0.2066200727402813,39.40291595458984,0.0206620072740281,1.3627154580827467,1,0
BGD,Chattogram,Feni,2019-02-01,3917.6650390625,0.8687707185745239,0.6876231485972712,14.784639358520508,0.1127923708111451,2.387343127848973,0,0
BGD,Rangpur,Gaibandha,2019-02-01,1538.6483154296875,0.1374527513980865,0.2926430673787948,8.240017890930176,0.0292643067378794,0.8351335056065359,0,0
BGD,Dhaka,Gazipur,2019-02-01,19926.345703125,2.210312366485596,0.9034223090502332,109.71349334716795,0.07992849652607,9.684019991546307,0,0
BGD,Dhaka,Gopalganj,2019-02-01,1166.064208984375,0.1572669744491577,0.2988299480829015,7.254842758178711,0.0298829948082901,0.8251128690510631,1,0
BGD,Sylhet,Habiganj,2019-02-01,5933.7109375,0.4482952356338501,0.3528626552356478,86.46830749511719,0.0352862655235647,1.7160430633591186,0,0
BGD,Rajshahi,Jaipurhat,2019-02-01,1165.739013671875,0.2337986975908279,0.3236507253474586,8.491218566894531,0.0323650725347458,1.1453410686076728,0,0
BGD,Mymensingh,Jamalpur,2019-02-01,1677.7796630859375,0.1587607562541961,0.1482585079031627,22.065393447875977,0.0148258507903162,0.9032026520292984,0,0
BGD,Khulna,Jashore,2019-02-01,5173.70947265625,0.3934836685657501,0.3859104879242354,35.85763168334961,0.0385910487924235,1.4228713843592118,1,0
BGD,Barishal,Jhalakati,2019-02-01,380.9754333496094,0.1056909337639808,0.278563965175013,13.637670516967772,0.0278563965175012,0.7023122590504494,1,0
BGD,Khulna,Jhenaidah,2019-02-01,2032.341064453125,0.2031673043966293,0.3106281101077819,21.730697631835938,0.0310628110107781,1.0549326095691345,1,0
BGD,Chattogram,Khagrachari,2019-02-01,907.061584472656,0.0625712871551513,0.2640660927170483,12.54771614074707,0.0264066092717048,0.5257077676061358,0,0
BGD,Khulna,Khulna,2019-02-01,3771.450927734375,0.3661728501319885,0.3000124449572472,23.226526260375977,0.0300012444957247,1.7892348823606956,1,0
BGD,Dhaka,Kishoreganj,2019-02-01,3166.623779296875,0.2414389550685882,0.2409711562471096,28.0103759765625,0.0240971156247109,1.128730714996957,0,0
BGD,Rangpur,Kurigram,2019-02-01,1338.5091552734375,0.1142874881625175,0.1627072746776895,6.350645065307617,0.0162707274677689,0.8159786469568693,0,0
BGD,Khulna,Kushtia,2019-02-01,4107.86865234375,0.4893682897090912,0.2653724371144821,74.61480712890625,0.0265372437114482,1.6853080215709535,1,0
BGD,Chattogram,Lakshmipur,2019-02-01,826.4251708984375,0.1352531611919403,0.299900489665007,4.968377113342285,0.0299900489665006,0.7822687478595819,0,0
BGD,Rangpur,Lalmonirhat,2019-02-01,2480.6083984375,0.3853980004787445,0.3271613312982191,8.239034652709961,0.0327161331298219,1.6895243883276403,0,0
