southwest_group,post_padma,mean,median,std,count
0,0,0.6022580635212031,0.28216788172721863,1.0729537443595665,1806
0,1,0.9945833461126055,0.5856510102748871,1.5256847841062082,1806
1,0,0.20758665192454137,0.15308446437120435,0.1795538964013324,882
1,1,0.4493593593632756,0.40922072529792786,0.5121742502163189,882
