feature_set,feature_count,n,MAE,RMSE,MAPE_pct,R2
A_weather_only,8,214,4230.006333343512,6804.413077033622,19.1971957288708,-0.4691168696559873
B_weather_calendar,22,214,2238.228438338098,3744.0986588318437,12.976186192605892,0.5551950897978791
C_add_padma_history,35,214,1492.877883403721,2895.3520327583315,8.57671360687746,0.7340023774702853
D_add_jamuna_history,44,214,1403.733234854947,2842.1133841789733,8.17698021970302,0.7436945716865815
E_full_add_toll_history,51,214,1420.5033591004658,2872.1866494976266,8.218573851383617,0.7382417834726263
